bin	feature	bin.event	locus	locus_overlap	gene_coordinates	start	end	length	bin.logFC	bin.pvalue	bin.fdr	J3	J3.multiplicity	junction.logFC	junction.log.mean	junction.pvalue	junction.fdr	junction.dPIR	junction.dPIN	junction.uniformity	countsJ1.col_16	countsJ1.col_23	countsJ2.col_16	countsJ2.col_23	countsJ3.col_16	countsJ3.col_23
AT3G55800:I002	I	-	AT3G55800	-	3:20709386-20711640	20709969	20710059	91	-0.392943503851608	0.000935634593199328	0.183146069212177	3.20709968.20710060	No	0.00976824708123469	11.8572682811504	0.899831179653175	1	-0.00493064822855691	NA	NA	8	16.3333333333333	10.6666666666667	24.3333333333333	4530.33333333333	2890
AT3G56060:I001	I	-	AT3G56060	-	3:20803133-20806013	20803392	20803487	96	-2.49938983311991	0.000367938275745974	0.108406539955373	3.20803391.20803488	No	0.0539000988871266	6.61470984411521	0.679437888054396	1	-0.0248888888888889	NA	NA	0.333333333333333	2.66666666666667	0.333333333333333	4.66666666666667	74.6666666666667	121.333333333333
AT3G56150:E004	E	-	AT3G56150	-	3:20833579-20837160	20836797	20836851	55	0.00734845781830983	0.926022978713783	0.999995054331151	3.20836708.20837065	No	-3.23012256071863	0.584962500721156	0.000767596874264887	0.0653269431088765	NA	0.00471327572663005	NA	742	716.333333333333	544.333333333333	550.666666666667	0	3
AT3G56210:I006	I	-	AT3G56210	-	3:20852385-20855610	20854435	20854547	113	-4.27909277459853	4.4511694434856e-07	0.000757564848142968	3.20854434.20854548	No	0.132264796295566	6.01122725542325	0.381036584020997	1	-0.0660377358490566	NA	NA	0	6	0	3.33333333333333	63	66
AT3G56990:I007	I	-	AT3G56990	-	3:21088257-21092061	21090282	21090380	99	-2.12342585011566	0.000175406291901087	0.0701076971370268	3.21090281.21090381	No	0.0688842151626617	6.41221698021647	0.612268391031004	1	-0.0295411015489258	NA	NA	1	6.33333333333333	0	0.666666666666667	76.6666666666667	93.6666666666667
AT3G57520:I005	I	-	AT3G57520	-	3:21288765-21293158	21289830	21289928	99	-0.698904196984826	0.000291155634077474	0.0942640137817169	3.21289829.21289929	No	0.127153372198197	8.08037341646402	0.203776395552956	1	-0.0645636816758803	NA	NA	15.3333333333333	32	16.3333333333333	25	316	225.333333333333
AT3G57520:I009	I	-	AT3G57520	-	3:21288765-21293158	21291113	21291418	306	-0.494142214624484	4.49535296755309e-05	0.027603053815941	3.21291112.21291419	No	0.167807512387029	8.17575744674447	0.0889344290894862	1	-0.0818964165374635	NA	NA	41.3333333333333	56.3333333333333	59.6666666666667	87	321	257.333333333333
AT3G57520:I012	I	-	AT3G57520	-	3:21288765-21293158	21291858	21291956	99	-0.606646770196512	0.000471615427886187	0.125366337696223	3.21291857.21291957	No	0.126369717827247	8.22480562798926	0.198532216914622	1	-0.0626193970289127	NA	NA	22.3333333333333	37	23	39.3333333333333	334	264.333333333333
AT3G57520:I013	I	-	AT3G57520	-	3:21288765-21293158	21292048	21292143	96	-0.535238681884785	0.00036828095489728	0.108406539955373	3.21292047.21292144	No	0.149614533545698	8.47031993478003	0.115875806027216	1	-0.0735186081668705	NA	NA	29.3333333333333	55	27.6666666666667	55	380.333333333333	329
AT3G57520:I015	I	-	AT3G57520	-	3:21288765-21293158	21292720	21292961	242	-0.544572766898137	3.31585699578427e-05	0.0227716479185485	3.21292719.21292962	No	0.121517783224625	8.54946381949977	0.197860142415687	1	-0.0610892035609727	NA	NA	24.6666666666667	42.3333333333333	21.3333333333333	50	397	352.333333333333
AT3G57570:I007	I	-	AT3G57570	-	3:21312444-21320365	21313860	21313967	108	-2.48948443103886	0.000543703993521776	0.134278592431618	3.21313859.21313968	No	0.153849641684444	5.21593739919915	0.426384968981852	1	-0.0769727257639183	NA	NA	0.333333333333333	3	0	4	35	39.3333333333333
AT3G57800:I009	I	-	AT3G57800	-	3:21407789-21411721	21410704	21410775	72	-0.664852194720364	0.00102744764663436	0.190386656878534	3.21410703.21410776	No	0.0850734625731313	7.54174197212203	0.428965167256508	1	-0.0467795695817197	NA	NA	8.33333333333333	24	10.3333333333333	18.6666666666667	175	197.666666666667
AT3G57890:E003	E	ES	AT3G57890	-	3:21438084-21442021	21439289	21439396	108	-1.04939787406485	0.000268783051870348	0.0898537132523149	3.21438777.21439485	No	0.00303822631057032	7.16155182041731	0.973250141627605	1	NA	0	NA	0	0	0	0	163	123.333333333333
AT3G57890:I001	I	-	AT3G57890	-	3:21438084-21442021	21438778	21439288	511	-0.708869303549026	0.000137254790031735	0.0597890710710078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G58050:I002	I	-	AT3G58050	-	3:21492539-21497157	21493176	21493247	72	1.02279989566222	0.000944324116796019	0.183223452148456	3.21493175.21493248	No	-0.0546090188068398	5.33985000288462	0.76495149684756	1	0.0278414575289575	NA	NA	1.66666666666667	1	4.33333333333333	2.66666666666667	39.6666666666667	41.3333333333333
AT3G58120:I001	I	-	AT3G58120	-	3:21520974-21523327	21521438	21521965	528	-1.00013395882019	1.18953397535066e-07	0.000248341387101907	3.21521437.21521966	No	0.128216098063188	7.44570463552578	0.238604586281637	1	-0.063860583405875	NA	NA	4	23	0.333333333333333	11.6666666666667	145.333333333333	203.333333333333
AT3G58120:I002	I	-	AT3G58120	-	3:21520974-21523327	21522093	21522197	105	-0.987985385161643	2.48271356739893e-05	0.0187797491627902	3.21522092.21522198	No	0.149044102674921	7.33091687811462	0.180895553073434	1	-0.0728996315583959	NA	NA	5	26.6666666666667	4	20	127.333333333333	194.666666666667
AT3G58120:I003	I	-	AT3G58120	-	3:21520974-21523327	21522289	21522455	167	-1.08445289713752	2.30925295758613e-05	0.0179000256854395	3.21522288.21522456	No	0.144230160616013	7.70850914811698	0.165209053751836	1	-0.0726246197602253	NA	NA	0.333333333333333	19.3333333333333	3.66666666666667	24.6666666666667	177.666666666667	240.666666666667
AT3G58820:I001	I	-	AT3G58820	-	3:21752533-21754615	21752677	21752954	278	1.64069342990403	0.000957669405090293	0.184108678320906	3.21752676.21752955	No	-0.399591566059383	2.8073549220576	0.350559326078916	1	0.202380952380952	NA	NA	1.33333333333333	0.333333333333333	1.33333333333333	0.666666666666667	4	10
AT3G59350:I002	I	-	AT3G59350	-	3:21932525-21935192	21932972	21933307	336	-0.424311423431657	0.000473092477154854	0.125366337696223	3.21932971.21933308	No	0.063042219402842	5.4318457869654	0.736439278891314	1	-0.0237507961322448	NA	NA	28.3333333333333	32	14.3333333333333	35	35.6666666666667	50.6666666666667
AT3G59350:I004	I	-	AT3G59350	-	3:21932525-21935192	21934252	21934336	85	-0.668244428110693	0.000716859023988576	0.154607533219156	3.21934251.21934337	No	0.261003441738326	7.18652696877944	0.0269157334470649	1	-0.124475594207853	NA	NA	12.3333333333333	25.6666666666667	13.3333333333333	31.3333333333333	172.666666666667	118.666666666667
AT3G60320:I001	I	-	AT3G60320	-	3:22291886-22295371	22292863	22293442	580	-0.443892025299624	6.20462360975645e-06	0.00677745599304172	3.22292862.22293443	No	0.0679406133646356	8.41855541138745	0.472468581011589	1	-0.0335134203115122	NA	NA	17.3333333333333	45.3333333333333	24.6666666666667	50	275.333333333333	409
AT3G60360:I006	I	-	AT3G60360	-	3:22312258-22314400	22313585	22313770	186	-1.34252272618891	0.000256960398831649	0.0879118282233324	3.22313584.22313771	No	0.111227400795386	6.35167543828141	0.417633529003029	1	-0.0518326545723806	NA	NA	2.33333333333333	4.66666666666667	1.33333333333333	8	83.3333333333333	80
AT3G60360:I008	I	-	AT3G60360	-	3:22312258-22314400	22314022	22314227	206	-1.30268791286966	0.000906930586863219	0.180669572977679	3.22314021.22314228	No	0.0326990500583157	7.32042450429697	0.768923350992144	1	-0.0159754896597002	NA	NA	1	2.33333333333333	1.66666666666667	5.66666666666667	159	160.666666666667
AT3G60500:I008	I	-	AT3G60500	-	3:22353883-22356625	22355399	22355488	90	-1.67818893614948	0.000560996816074445	0.135765564859537	3.22355398.22355489	No	0.0454647379215025	6.36923380966572	0.740214802704183	1	-0.0251380042462845	NA	NA	0.666666666666667	3.66666666666667	1.66666666666667	3.66666666666667	77.3333333333333	88
AT3G61110:I002	I	-	AT3G61110	-	3:22611634-22612904	22612092	22612385	294	-0.386686413625522	0.000182925866149558	0.072696317755918	3.22612091.22612386	No	0.00769260781023989	11.2129016366126	0.922317068169008	1	-0.00364638556721415	NA	NA	7.33333333333333	14.6666666666667	8.66666666666667	13	2674.33333333333	2073
AT3G61260:I004	I	-	AT3G61260	-	3:22675238-22676788	22676080	22676481	402	-0.518979400904621	4.22211526173403e-05	0.026331270907156	3.22676079.22676482	No	0.0544020868199997	9.07369529140493	0.542519573883033	1	-0.0268591582266103	NA	NA	8.66666666666667	28	10.6666666666667	38	433	644.666666666667
AT3G61430:I002	I	-	AT3G61430	-	3:22733309-22735335	22733985	22734248	264	-0.536833955367909	0.000302314021737896	0.0958219174285385	3.22733984.22734249	No	0.0416600740259289	9.22198982748958	0.636667131702442	1	-0.0209089596980482	NA	NA	8	28	2.33333333333333	22.6666666666667	440.333333333333	754
AT3G61440:I001	I	-	AT3G61440	-	3:22735663-22738126	22736050	22736178	129	-0.674007889532407	0.000475686436230647	0.125366337696223	3.22736049.22736179	No	0.029208141068814	9.69493821508161	0.730750196319376	1	-0.0147505903629609	NA	NA	14.6666666666667	17	13.3333333333333	18.3333333333333	1044	613.666666666667
AT3G61440:I002	I	-	AT3G61440	-	3:22735663-22738126	22736289	22736369	81	-0.684326680024571	0.000365854394036552	0.108406539955373	3.22736288.22736370	No	0.0306229063348428	9.91114227861897	0.714891494735234	1	-0.0152166419044276	NA	NA	13.6666666666667	22.6666666666667	16	17.3333333333333	1213	712.666666666667
AT3G61440:I005	I	-	AT3G61440	-	3:22735663-22738126	22736784	22736868	85	-0.565837662729338	0.00103851445897909	0.191759432065112	3.22736783.22736869	No	0.0405165410173005	9.41115786231189	0.639192646456196	1	-0.0199301568595183	NA	NA	17.6666666666667	25	20.6666666666667	22	831.666666666667	530
AT3G61440:I006	I	-	AT3G61440	-	3:22735663-22738126	22737007	22737091	85	-0.846925656176177	0.000460779322519617	0.124569297028753	3.22737006.22737092	No	0.0240358405772659	9.24436383512051	0.783288595292065	1	-0.0120988394826454	NA	NA	7.66666666666667	13.6666666666667	5	7.33333333333333	719.333333333333	493.666666666667
AT3G61440:I009	I	-	AT3G61440	-	3:22735663-22738126	22737444	22737518	75	-0.589071665487289	1.18303391265681e-05	0.0112265616369631	3.22737443.22737519	No	0.0377409945559215	9.74539421623679	0.655398212958036	1	-0.0185761728193268	NA	NA	27	31	31.6666666666667	41	991.666666666667	725
AT3G61440:I010	I	-	AT3G61440	-	3:22735663-22738126	22737600	22737693	94	-0.567526514639338	1.60288588588826e-05	0.0139432371736943	3.22737599.22737694	No	0.0333150669100259	10.0030493524939	0.689366711190181	1	-0.0161588776738754	NA	NA	18.6666666666667	28	34.6666666666667	38.6666666666667	1204.33333333333	848
AT3G61560:I008	I	-	AT3G61560	-	3:22777829-22780191	22779339	22780183	845	-0.522064709303818	0.000923763248220067	0.18262869399375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G62110:I005	I	-	AT3G62110	-	3:22997031-23000041	22999048	22999485	438	-0.768921305323847	0.000891119758102623	0.179115071378627	3.22999047.22999486	No	0.113768363999355	7.06608919045777	0.329638265467068	1	-0.0566455170200205	NA	NA	2.66666666666667	7	3	11.6666666666667	152.666666666667	115.333333333333
AT3G62900:E006	E	-	AT3G62900	-	3:23248129-23254810	23249779	23249939	161	0.508448954475119	0.000164121993539965	0.0678049013891667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT3G63510:I001	I	-	AT3G63510	-	3:23450536-23452794	23450706	23450778	73	2.24346427118347	0.000253488052153082	0.0875059721335774	3.23450705.23450779	No	-0.115475407972335	6.14974711950468	0.440136272598024	1	0.0555555555555556	NA	NA	1.33333333333333	0	5.33333333333333	0	56.6666666666667	85.3333333333333
AT4G00180:E007	E	IR	AT4G00180	-	4:72552-75384	74868	74975	108	-1.13486976840817	2.3036490853762e-05	0.0179000256854395	4.74867.74976	No	0.125537161219219	6.74146698640115	0.327455925680737	1	-0.0617862151873372	NA	NA	5.33333333333333	20.3333333333333	3.66666666666667	5	104	110
AT4G00430:E004	E	IR	AT4G00430	-	4:185450-187627	186474	186601	128	-0.649093219023865	8.47052705302957e-05	0.0436285084025104	4.186473.186602	No	0.0119804104542052	10.1695074945545	0.884668706263811	1	-0.00591178328648368	NA	NA	10.3333333333333	20	11.6666666666667	24.6666666666667	997.666666666667	1305.66666666667
AT4G00430:I003	I	-	AT4G00430	-	4:185450-187627	186898	187200	303	-0.645132685922462	5.66590848355976e-08	0.000132412281260792	4.186897.187201	No	0.0234266013384375	10.1275644997187	0.777050024716013	1	-0.0119717908603524	NA	NA	11.6666666666667	26.3333333333333	6.66666666666667	28.6666666666667	973.666666666667	1263.66666666667
AT4G00480:I008	I	-	AT4G00480	-	4:216812-219743	219410	219535	126	-1.35836838325582	0.000319962075417044	0.0991471218267039	4.219409.219536	No	0.131050208779772	5.54432051622381	0.462407385555669	1	-0.063207928802589	NA	NA	0.666666666666667	4.33333333333333	0	5	34	59.3333333333333
AT4G01100:I005	I	-	AT4G01100	-	4:477141-479936	478471	478678	208	-0.751573719294935	9.29365682701601e-07	0.00142665832580131	4.478470.478679	No	0.0836538718586705	8.4318457869654	0.374212989277179	1	-0.0418371015931992	NA	NA	6.33333333333333	20.6666666666667	11.6666666666667	23.6666666666667	373.666666666667	317
AT4G01400:I001	I	-	AT4G01400	-	4:572997-577276	573728	574061	334	-0.807428594066804	0.000196002132330505	0.0759648957380647	4.573727.574062	No	0.0317007780976706	6.96962635095648	0.790803240903546	1	-0.0136923384144312	NA	NA	2.66666666666667	7	3.33333333333333	3.66666666666667	117.666666666667	133
AT4G01660:I006	I	-	AT4G01660	-	4:708544-711256	710608	710693	86	1.56638513244217	0.000970486270689033	0.185531192643828	4.710607.710694	No	-0.224239090288942	5.59494658929378	0.174783579263378	1	0.111302664609987	NA	NA	7	2	7.33333333333333	0.333333333333333	46.3333333333333	50.3333333333333
AT4G02200:I002	I	-	AT4G02200	-	4:972707-974692	973198	973258	61	1.10052978814243	0.000394819401303219	0.113640490876207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G02200:I006	I	-	AT4G02200	-	4:972707-974692	973991	974085	95	-0.740392211980805	0.000954601960613713	0.184005630413695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G03110:E002	E	IR	AT4G03110	-	4:1376306-1379420	1376761	1376855	95	-0.857828351933717	0.000734534099007639	0.156716273582275	4.1376760.1376856	No	0.0781138449703463	6.73245011304371	0.537822211112147	1	-0.0402928930109545	NA	NA	5.33333333333333	13	2	8.66666666666667	88.3333333333333	124.333333333333
AT4G03210:E003	E	Alt5ss	AT4G03210	-	4:1415949-1417352	1416191	1416194	4	-1.35529349075719	1.48705494357023e-17	3.88069293348806e-13	4.1416190.1416314	No	-0.000139077160022261	10.0004695508718	0.998152203192517	0.999998295538406	NA	0	NA	0	0	0	0	770.666666666667	1278
AT4G03210:I002	I	-	AT4G03210	-	4:1415949-1417352	1416195	1416313	119	-1.04056384016085	1.38715571335056e-15	2.17199454440717e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G03210:I003	I	-	AT4G03210	-	4:1415949-1417352	1416415	1416513	99	-0.935147078663299	3.39604380991993e-11	2.31195279875414e-07	4.1416414.1416514	No	0.0841004478450903	10.0491678723722	0.314539634786455	1	-0.0415338047899813	NA	NA	23	92.3333333333333	22.3333333333333	96.6666666666667	827.666666666667	1291.33333333333
AT4G03210:I004	I	-	AT4G03210	-	4:1415949-1417352	1416708	1416791	84	-1.08676215383999	3.17199577498834e-13	3.10417454032437e-09	4.1416707.1416792	No	0.124440744415209	10.0023462276124	0.138510971251883	1	-0.0614319342579818	NA	NA	28.6666666666667	146	22.6666666666667	134	726.333333333333	1325
AT4G03400:I001	I	-	AT4G03400	-	4:1497536-1499865	1498214	1498317	104	-2.29142002154753	4.82848244769639e-08	0.000117855801195531	4.1498213.1498318	No	0.157302659471363	6.94641895979516	0.196582998284575	1	-0.0777576853526221	NA	NA	0	16.6666666666667	0	12	76.6666666666667	170
AT4G03500:I001	I	-	AT4G03500	-	4:1553092-1556571	1553488	1554385	898	1.07990912945627	0.000436517145338487	0.121279698662999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G04955:I003	I	-	AT4G04955	-	4:2522034-2525280	2522882	2522956	75	-1.70490901908314	0.00100444571755903	0.188649656848219	4.2522881.2522957	No	0.129731828022591	5.7987417917529	0.426149515926191	1	-0.0591272230920551	NA	NA	1	4.33333333333333	2	5.33333333333333	58.6666666666667	52.6666666666667
AT4G08150:I001	I	-	AT4G08150	-	4:5147700-5150966	5148176	5148858	683	-1.57292467466937	0.000738178993989497	0.156860844357991	4.5148175.5148859	No	0.168749057840087	4.34577483684173	0.50983166389168	1	-0.0828571428571429	NA	NA	0.333333333333333	2.66666666666667	0.666666666666667	0	28.6666666666667	12
AT4G08590:I004	I	-	AT4G08590	-	4:5463885-5466671	5464734	5464907	174	-3.87747069332058	3.23559117563154e-05	0.0224704806833716	4.5464733.5464908	No	0.234464073079769	3.75488750216347	0.432421493483436	1	-0.117647058823529	NA	NA	0	3.33333333333333	0	0.666666666666667	12	15
AT4G09510:I005	I	-	AT4G09510	-	4:6021164-6023873	6023363	6023718	356	-1.31262049808476	0.000446529466336627	0.122716059034345	4.6023362.6023719	No	0.139054214780041	6.13955135239879	0.3584905124674	1	-0.0660801799630433	NA	NA	1	1	1.66666666666667	12	70.6666666666667	70.3333333333333
AT4G09730:I002	I	-	AT4G09730	-	4:6136249-6139711	6137213	6137465	253	-0.922703701368008	7.98127797988112e-05	0.0416566841603935	4.6137212.6137466	No	0.0569860528023707	7.72565028093837	0.582029875006776	1	-0.02943250657621	NA	NA	2.33333333333333	10.6666666666667	2.66666666666667	7.33333333333333	213	210.333333333333
AT4G10340:I001	I	-	AT4G10340	-	4:6408016-6409677	6408390	6408472	83	-0.230841861204894	0.00106761974555746	0.194380037371677	4.6408389.6408473	No	0.00368115755102937	15.1555166135138	0.960621955158362	1	-0.00182082455160245	NA	NA	105.666666666667	178.666666666667	88.6666666666667	161.666666666667	35665.6666666667	37329.6666666667
AT4G10610:I007	I	-	AT4G10610	-	4:6557177-6559595	6558821	6558926	106	-1.12446504900415	0.000971069642840009	0.185531192643828	4.6558820.6558927	No	0.0532538155584277	6.7922480296674	0.66716656068796	1	-0.0223135694476416	NA	NA	0.333333333333333	5	0.666666666666667	1.33333333333333	107.333333333333	114.333333333333
AT4G10930:I001	I	-	AT4G10930	-	4:6705147-6708846	6705409	6705494	86	-3.69938711328536	6.4875135031471e-05	0.0358942889331897	4.6705408.6705495	No	0.0479839426946356	4.94641895979516	0.822145165379612	1	-0.0220264317180617	NA	NA	0	1	0	0.666666666666667	24.6666666666667	37
AT4G10955:E010	E	-	AT4G10955	AT4G10960	4:6713557-6718555	6716809	6717036	228	1.67675615977357	0.00010794656970175	0.052306031911429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G11820:I011	I	-	AT4G11820	-	4:7108915-7112480	7111316	7111838	523	-0.882782336067969	0.000102304204468996	0.0506920570618702	4.7111315.7111839	No	0.0192914196594565	7.92481250360578	0.8488075370769	1	-0.00887821548977047	NA	NA	0.666666666666667	2.66666666666667	1.66666666666667	4	244.666666666667	241.333333333333
AT4G11850:I008	I	-	AT4G11850	-	4:7129123-7133200	7131492	7131580	89	1.58440091410995	0.00100003057217489	0.188201667019918	4.7131491.7131581	No	-0.268506605657331	5.61470984411521	0.112948726635632	1	0.136640856514674	NA	NA	7.66666666666667	2	9.33333333333333	0.666666666666667	44.3333333333333	53.6666666666667
AT4G12420:I006	I	-	AT4G12420	-	4:7349267-7353135	7351384	7351465	82	-0.462002277101931	0.000257145704892011	0.0879118282233324	4.7351383.7351466	No	0.0423354922004223	9.54141932982149	0.622001508279256	1	-0.0210315029149469	NA	NA	9	33.3333333333333	11.6666666666667	38	592	898.333333333333
AT4G12420:I007	I	-	AT4G12420	-	4:7349267-7353135	7351605	7351689	85	-0.575618051774162	0.000333477542531845	0.102584636801756	4.7351604.7351690	No	0.0475712725087317	9.30871823766975	0.585466388678548	1	-0.0235743644714997	NA	NA	8.33333333333333	29.6666666666667	7.33333333333333	29.6666666666667	523.666666666667	744.666666666667
AT4G12420:I009	I	-	AT4G12420	-	4:7349267-7353135	7352178	7352736	559	-0.555321745127266	2.99548326667408e-05	0.0214952663820775	4.7352177.7352737	No	0.0242320006367348	8.95225589981744	0.788067794581609	1	-0.0117196826908584	NA	NA	14	24	3.33333333333333	16	401.666666666667	589
AT4G12720:E005	E	-	AT4G12720	-	4:7487301-7490077	7487541	7487542	2	-0.694774360854165	0.000224095440492995	0.0810361200391518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G12720:I007	I	-	AT4G12720	-	4:7487301-7490077	7488446	7488670	225	0.821220899769356	0.000129451631091817	0.0585821009963168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G12750:I002	I	-	AT4G12750	-	4:7497814-7504716	7498463	7498558	96	-2.06130876320412	0.000601410797132476	0.140792755307271	4.7498462.7498559	No	0.133500271864842	5.56985560833095	0.440751841333777	1	-0.0671367259350092	NA	NA	0.333333333333333	3	0	5.66666666666667	38.6666666666667	56.3333333333333
AT4G12980:I002	I	-	AT4G12980	-	4:7589395-7591102	7590342	7590417	76	-0.939830963283663	0.000366841798000824	0.108406539955373	4.7590341.7590418	No	0.102357096135713	8.02698444109882	0.315229922918215	1	-0.0478805952511292	NA	NA	3.33333333333333	30.3333333333333	4.33333333333333	25	160.666666666667	361
AT4G14160:I008	I	-	AT4G14160	-	4:8167426-8173368	8170555	8171298	744	-0.57680600743131	0.000560276709958128	0.135765564859537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G14365:I008	I	-	AT4G14365	-	4:8271464-8273765	8273236	8273334	99	3.20196460618997	0.000160329233664268	0.0665893662544231	4.8273235.8273335	No	-0.334008136088903	4.95419631038687	0.269082156152293	1	0.17037037037037	NA	NA	10.6666666666667	0	12.3333333333333	0	56	6
AT4G14910:E004	E	IR*	AT4G14910	-	4:8528167-8530334	8528499	8528642	144	-1.14748403887299	0.000296461031867697	0.0949575969044587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G15530:E018	E	ES	AT4G15530	-	4:8864828-8870967	8870287	8870382	96	-3.82556209568348	5.17044677978564e-05	0.0309001292493151	4.8869174.8870476	No	0.00357608209201055	4.95419631038687	0.984958163127842	1	NA	0	NA	0	0	0	0	11.3333333333333	50.6666666666667
AT4G15530:E019	E	-	AT4G15530	-	4:8864828-8870967	8870476	8870730	255	-1.20088557365223	2.57879006610127e-11	1.83538349890942e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G15530:E020	E	Alt3ss*	AT4G15530	-	4:8864828-8870967	8870731	8870734	4	-1.13301036612611	0.000833445046710616	0.171312351538464	4.8870730.8870852	No	0.17235017201795	2.96962635095648	0.686810014879193	0.999998295538406	NA	-0.120553359683794	NA	0	0	1.66666666666667	5.33333333333333	5.66666666666667	10
AT4G15530:I005	I	-	AT4G15530	-	4:8864828-8870967	8865974	8866045	72	2.00565986390972	0.000718594787142866	0.154664653952963	4.8865973.8866046	No	-0.0757252640475219	5.47031993478003	0.669730709297041	1	0.0413748691942365	NA	NA	3.33333333333333	0.333333333333333	1.66666666666667	0.333333333333333	48	40.6666666666667
AT4G15530:I015	I	-	AT4G15530	-	4:8864828-8870967	8869010	8869117	108	2.3142365181212	0.000469373544866629	0.125202794346971	4.8869009.8869118	No	-0.0538062941184378	5.98868468677217	0.72406282987185	1	0.0307620694241256	NA	NA	1.33333333333333	0.333333333333333	3	0.333333333333333	58.6666666666667	68.3333333333333
AT4G15530:I018	I	-	AT4G15530	-	4:8864828-8870967	8870383	8870475	93	-3.52718132180606	0.000168913778341867	0.0686970142830939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G16143:E003	E	IR	AT4G16143	-	4:9133937-9137353	9134325	9134447	123	-0.767306614312897	3.82805958218652e-06	0.00464646311100142	4.9134324.9134448	No	0.186364521892738	7.43462822763672	0.0902354329704049	1	-0.0925510013101254	NA	NA	19.3333333333333	35.3333333333333	21.6666666666667	41.3333333333333	185	161
AT4G16340:I006	I	-	AT4G16340	-	4:9228185-9241317	9232105	9232303	199	-1.29481041657851	0.00052834883376923	0.133112662009106	4.9232104.9232304	No	0.0539195663258578	6.58496250072116	0.67888121652815	1	-0.0267572278099142	NA	NA	1.33333333333333	4.33333333333333	0	2.66666666666667	92.3333333333333	99.6666666666667
AT4G16370:I002	I	-	AT4G16370	-	4:9247302-9250091	9248653	9248733	81	-0.63386369413843	0.000555662523582914	0.135733357691247	4.9248652.9248734	No	0.0521784291137841	8.59245703726808	0.572869142866813	1	-0.0246308584200601	NA	NA	9.66666666666667	18.3333333333333	6.33333333333333	21.3333333333333	362.666666666667	409.333333333333
AT4G16845:I003	I	-	AT4G16845	-	4:9476143-9479878	9477060	9477229	170	1.32921409404442	0.00022837398631004	0.0820150697303663	4.9477059.9477230	No	-0.132316229050184	5.72337652941825	0.420123921681516	1	0.0663786052135567	NA	NA	5.33333333333333	2	4.33333333333333	1.33333333333333	46.6666666666667	59
AT4G16860:I004	I	-	AT4G16860	-	4:9488466-9495816	9490812	9490994	183	-0.294367007425793	0.00186394708883813	0.261687205035007	4.9490811.9490995	No	0.832079953989432	5.95031287589965	5.62556312595545e-08	0.00128469578716663	-0.265973648876258	NA	NA	54.6666666666667	115.666666666667	66	133.666666666667	74	49.6666666666667
AT4G16920:E007	E	-	AT4G16920	-	4:9519173-9525691	9524002	9525079	1078	-3.9149547436898	9.59106862145015e-09	2.7810369142186e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT4G16990:I009	I	-	AT4G16990	-	4:9560135-9565555	9563188	9564476	1289	-0.427317606419336	0.000590697703679235	0.13992565165566	4.9563187.9564477	No	0.0487754833993801	8.08922976742453	0.620704935057877	1	-0.0234021995509961	NA	NA	13.6666666666667	28	7.33333333333333	10	259	285.666666666667
AT4G18240:I015	I	-	AT4G18240	-	4:10082108-10087203	10086735	10086864	130	-0.735743347382645	0.000510777654958317	0.130895342775316	4.10086734.10086865	No	0.0246759858414496	7.94349161004363	0.80666673018364	1	-0.012408807785099	NA	NA	1	5	4.33333333333333	9.33333333333333	211.333333333333	281
AT4G18730:I001	I	-	AT4G18730	-	4:10302163-10303382	10302241	10302319	79	-0.657613035310293	8.97581514420679e-05	0.0451904874425966	4.10302240.10302320	No	0.0121731281444788	10.6036263449862	0.880431581787732	1	-0.0060142251564411	NA	NA	12.3333333333333	17.3333333333333	17	26.6666666666667	1650	1462
AT4G19006:I005	I	-	AT4G19006	-	4:10409183-10411465	10410895	10411197	303	-0.792681799233367	0.000623803468287988	0.144275514418117	4.10410894.10411198	No	0.0302021408223503	7.04439411935845	0.794008017507075	1	-0.0151466444507832	NA	NA	2.66666666666667	5.66666666666667	4.33333333333333	4	144.333333333333	119.666666666667
